Class Name, Initialization Kind, Reason for Initialization
java.lang.invoke.VarHandleGuards, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleInts, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleInts$FieldInstanceReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleInts$FieldInstanceReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleInts$FieldStaticReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleInts$FieldStaticReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleLongs, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleLongs$FieldInstanceReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleLongs$FieldStaticReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleLongs$FieldStaticReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleReferences, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleReferences$Array, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleReferences$FieldInstanceReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleReferences$FieldStaticReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleReferences$FieldStaticReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleShorts, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleShorts$FieldInstanceReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleShorts$FieldInstanceReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleShorts$FieldStaticReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleShorts$FieldStaticReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandles, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.WrongMethodTypeException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.management.PlatformManagedObject, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.management.RuntimeMXBean, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.management.ThreadMXBean, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.module.ModuleDescriptor, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.module.ModuleDescriptor$Exports, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.module.ModuleDescriptor$Modifier, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.module.ModuleDescriptor$Modifier[], BUILD_TIME, arrays are initialized at build time
java.lang.module.ModuleDescriptor$Opens, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.module.ModuleDescriptor$Provides, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.module.ModuleDescriptor$Requires, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.module.ModuleDescriptor$Requires$Modifier, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.module.ModuleDescriptor$Requires$Modifier[], BUILD_TIME, arrays are initialized at build time
java.lang.module.ModuleDescriptor$Version, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.Cleaner, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.Cleaner$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.Cleaner$Cleanable, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.FinalReference, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.PhantomReference, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.Reference, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.Reference$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.ReferenceQueue, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.ReferenceQueue$Lock, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.ReferenceQueue$Null, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.Reference[], BUILD_TIME, arrays are initialized at build time
java.lang.ref.SoftReference, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.SoftReference[], BUILD_TIME, arrays are initialized at build time
java.lang.ref.WeakReference, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ref.WeakReference[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.AccessibleObject, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.AccessibleObject$Cache, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.AccessibleObject[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.AnnotatedElement, BUILD_TIME, super type of com.oracle.svm.core.hub.DynamicHub and super type of java.lang.reflect.GenericDeclaration
java.lang.reflect.AnnotatedElement[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.Array, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.Constructor, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.Constructor[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.Executable, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.Executable$$Lambda$280/0x0000000300a56ac8, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.Executable$$Lambda$799/0x0000000300e72be8, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.Executable[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.Field, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.Field[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.GenericDeclaration, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.GenericDeclaration[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.InaccessibleObjectException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.InvocationHandler, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.InvocationTargetException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.Member, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.Member[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.Method, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.Method[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.Modifier, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.Proxy, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.RecordComponent, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.RecordComponent[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.ReflectAccess, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.reflect.Type, BUILD_TIME, super type of com.oracle.svm.core.hub.DynamicHub
java.lang.reflect.Type[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.UndeclaredThrowableException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.runtime.ObjectMethods, BUILD_TIME, Core JDK classes are initialized at build time
java.math.BigDecimal, BUILD_TIME, Core JDK classes are initialized at build time
java.math.BigDecimal$StringBuilderHelper, BUILD_TIME, Core JDK classes are initialized at build time
java.math.BigDecimal[], BUILD_TIME, arrays are initialized at build time
java.math.BigInteger, BUILD_TIME, Core JDK classes are initialized at build time
java.math.BigInteger[], BUILD_TIME, arrays are initialized at build time
java.math.BigInteger[][], BUILD_TIME, arrays are initialized at build time
java.math.BitSieve, BUILD_TIME, Core JDK classes are initialized at build time
java.math.MathContext, BUILD_TIME, Core JDK classes are initialized at build time
java.math.MutableBigInteger, BUILD_TIME, Core JDK classes are initialized at build time
java.math.RoundingMode, BUILD_TIME, Core JDK classes are initialized at build time
java.math.RoundingMode[], BUILD_TIME, arrays are initialized at build time
java.math.SignedMutableBigInteger, BUILD_TIME, Core JDK classes are initialized at build time
java.net.Authenticator, BUILD_TIME, Core JDK classes are initialized at build time
java.net.Authenticator$$Lambda$1059/0x0000000300fd79f0, BUILD_TIME, Core JDK classes are initialized at build time
java.net.Authenticator$RequestorType, BUILD_TIME, Core JDK classes are initialized at build time
java.net.Authenticator$RequestorType[], BUILD_TIME, arrays are initialized at build time
java.net.BindException, BUILD_TIME, Core JDK classes are initialized at build time
java.net.CacheRequest, BUILD_TIME, Core JDK classes are initialized at build time
java.net.CacheResponse, BUILD_TIME, Core JDK classes are initialized at build time
java.net.ConnectException, BUILD_TIME, Core JDK classes are initialized at build time
java.net.CookieHandler, BUILD_TIME, Core JDK classes are initialized at build time
java.net.DatagramSocket, BUILD_TIME, Core JDK classes are initialized at build time
java.net.DatagramSocket$1, BUILD_TIME, Core JDK classes are initialized at build time
java.net.DatagramSocketImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.net.DefaultInterface$$Lambda$410/0x0000000300de3820, BUILD_TIME, Core JDK classes are initialized at build time
java.net.DelegatingSocketImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.net.FileNameMap, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpConnectSocketImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpConnectSocketImpl$2, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$1, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$10, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$11, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$12, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$2, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$3, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$4, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$5, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$6, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$7, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$8, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$9, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpCookie$CookieAttributeAssignor, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpRetryException, BUILD_TIME, Core JDK classes are initialized at build time
java.net.HttpURLConnection, BUILD_TIME, Core JDK classes are initialized at build time
java.net.IDN, BUILD_TIME, Core JDK classes are initialized at build time
java.net.Inet4AddressImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.net.Inet6Address$Inet6AddressHolder, BUILD_TIME, Core JDK classes are initialized at build time
java.net.Inet6AddressImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddress$1, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddress$Addresses, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddress$CachedAddresses, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddress$CachedLocalHost, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddress$HostsFileNameService, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddress$InetAddressHolder, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddress$NameService, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddress$NameServiceAddresses, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddress$PlatformNameService, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddressImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddressImplFactory, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetAddress[], BUILD_TIME, arrays are initialized at build time
java.net.InetSocketAddress, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetSocketAddress$InetSocketAddressHolder, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InetSocketAddress[], BUILD_TIME, arrays are initialized at build time
java.net.InterfaceAddress, BUILD_TIME, Core JDK classes are initialized at build time
java.net.InterfaceAddress[], BUILD_TIME, arrays are initialized at build time
java.net.MalformedURLException, BUILD_TIME, Core JDK classes are initialized at build time
java.net.MulticastSocket, BUILD_TIME, Core JDK classes are initialized at build time
